X0,X1,X2,X3,X4,X5,X6,X7,X8,X9
4.7755,1.4942,0.45563,2.8858,5.7672,2.957,-0.72748,-1.362,1.9272,1.8371
-3.3471,-0.40354,-0.69662,0.89715,1.3484,3.8475,1.5137,-1.7422,3.3332,1.96
-3.6774,-4.6331,-3.5623,-0.96375,-1.8095,1.2856,3.2466,-0.45742,0.72207,3.8665
-0.2568,-1.8189,-2.1004,0.41488,-1.875,-1.644,1.4486,-2.2632,3.1191,2.36
1.004,-0.6565,-2.7711,-1.1457,-0.22812,0.94307,-1.5103,0.77975,-0.58451,-1.8076
2.0313,0.21556,0.42988,2.8488,2.3122,2.8424,1.0746,2.0679,0.015127,1.2326
0.36202,3.2027,3.3973,1.3685,-0.45057,2.148,2.1759,0.61148,1.4636,1.4936
-4.7311,4.6119,2.3016,0.66929,0.14711,3.0822,1.0648,-1.9343,1.7586,-1.6893
-0.21425,-0.72342,-0.8863,-1.6237,0.70142,1.0848,0.13705,-0.21285,-4.6351,0.54852
0.42,0.37423,-2.7782,-4.0569,0.54599,-2.8405,0.59619,0.52532,0.80006,0.84977
-0.16771,0.3015,-0.45949,-0.11051,-0.90707,-4.9695,-2.1147,-1.2276,-2.8676,-1.2557
0.11702,-3.5536,-0.82026,-0.22409,-0.45834,-3.9694,-2.2619,-4.1521,-4.1064,-2.5465
1.0543,-2.9929,-1.8781,-0.21107,3.6215,-3.1434,-3.0798,-2.636,-2.7344,-2.2696
0.45458,-1.4373,-0.30018,0.88687,3.1516,-2.1168,-2.6259,1.5679,2.6367,0.80828
-0.25916,0.91254,2.2637,1.1349,3.6164,-0.95305,-0.89046,-1.0945,2.2844,2.1961
2.1579,2.5355,1.1862,0.22362,3.3004,3.1593,1.2606,0.44179,-0.19812,1.0322
2.8984,3.119,0.37066,0.96505,2.9563,3.9495,2.6817,4.4539,3.4019,0.55406
4.7529,4.014,1.1324,2.0149,2.0968,2.5906,0.42344,0.30671,-1.0618,1.63
-2.4654,3.9452,1.5636,2.158,-2.9282,0.65202,-0.043716,-1.7893,-1.8505,-0.032329
-1.2027,2.1218,2.9605,2.0174,-0.24127,-6.3361,-2.4351,-0.43714,3.0794,-1.4323
3.9034,2.9388,0.71942,3.3273,0.20878,-2.9941,-1.1811,-0.68497,1.7364,-0.22223
4.8852,-0.8309,-0.65808,0.47699,0.34842,-1.9958,-2.6261,-0.32885,-2.3834,-1.1931
3.1619,-4.2738,1.7762,-1.9017,-0.37836,-1.9885,-2.3362,0.055598,-3.537,1.3001
-2.5654,-2.5869,3.3815,-3.1082,2.0941,-1.134,-1.692,0.75574,0.3953,2.3889
-6.668,-5.112,-1.9279,-3.7576,-3.7224,0.48309,-2.7743,1.7057,0.8293,2.6063
-3.2465,-1.8887,-2.4259,-4.8002,-5.2861,5.4528,-1.2588,-2.1439,-4.0447,-0.24503
-2.1601,-1.3704,-1.4999,-3.5402,-5.7788,2.4784,2.9322,0.21003,-3.3167,-2.0946
-2.8382,-1.6391,-0.96667,-2.0047,-5.098,2.1791,1.9305,3.722,-0.45671,-0.68094
-0.015856,3.8404,-1.0665,-1.8992,2.3321,-2.38,2.1315,1.4149,0.77526,2.5756
-0.68452,2.4553,-1.8831,-2.2883,-1.1753,1.5001,0.47575,-0.98845,0.84927,-1.2526
-2.5914,-0.81497,-2.1552,0.38753,1.4315,2.2756,3.8591,-0.76393,1.846,-1.3768
-2.3002,-3.5292,-3.2439,-0.26655,0.46616,-0.51469,1.5447,-2.008,0.98343,-0.69649
2.1294,2.6286,2.2901,0.36,-0.033677,-4.3732,-1.876,0.062599,-1.0788,-3.5138
7.0564,4.1696,5.9547,3.9171,0.070071,-1.8507,-4.1679,3.3307,2.1201,-3.6398
-1.0043,-1.5537,3.8445,3.6426,-1.5403,0.32585,-3.6367,0.0027393,-2.8134,-3.169
-1.7844,0.097442,0.79374,-0.32678,-0.5646,-0.66087,-0.4633,-0.31249,-0.38998,-2.9885
-3.9259,-0.46293,-2.4025,-1.8549,0.98179,0.75639,-2.568,0.48017,1.0602,-0.26497
-1.8208,-4.3019,-3.2621,-0.023246,0.72759,0.24645,2.3841,-3.4831,-0.97774,0.058116
-2.3597,-1.2157,-1.8513,0.72779,-0.73344,1.943,1.9021,2.7978,-1.6962,-2.0237
-1.4045,0.79206,-1.1143,0.9586,0.18837,0.85027,0.58797,-0.3572,-2.1385,0.027705
-0.40212,-2.5345,-0.020768,-1.6983,0.10784,3.54,1.3252,-3.9271,-0.33565,-0.028424
1.8964,0.5889,-0.78556,0.72527,-0.92366,0.66231,0.44229,-2.056,-0.55774,-0.16434
5.7456,1.7276,-1.8865,-0.019538,0.56571,4.0772,0.36104,1.0196,-3.0035,0.27064
3.14,1.8265,0.25271,-1.5425,0.64728,2.9333,1.6704,-1.077,-0.2656,1.1883
-3.7332,2.6888,1.9958,-2.1351,-1.3276,-0.80039,2.0685,-2.4974,-1.6663,-1.196
